coverage	health_status
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
Yes	Excellent
